"","X","Date","AveragePrice","Total.Volume","X4046","X4225","X4770","Total.Bags","Small.Bags","Large.Bags","XLarge.Bags","type","year","region"
"78",25,"2015-07-05",1.01,562462.33,436377.91,54675.38,848.55,70560.49,50684.74,19851,24.75,"conventional",2015,"Atlanta"
"6360",1,"2017-12-24",1.64,130735.97,2190.4,59470.2,28289.38,40785.99,29812.2,4900.59,6073.2,"conventional",2017,"GrandRapids"
"17505",7,"2017-11-12",1.95,150594.48,20429.3,29316.64,61.67,100786.87,64189.33,36581.15,16.39,"organic",2017,"West"
"15554",17,"2017-09-03",1.82,157087.22,3819.64,33363.97,12.96,119674.06,86092.86,33581.2,0,"organic",2017,"GreatLakes"
"6101",7,"2017-11-12",0.9,324830,5473,119880,868,198609,16033,182385,190,"conventional",2017,"CincinnatiDayton"
"2901",40,"2016-03-20",0.98,496190.99,323216.82,61127.51,1727.11,110119.55,75568.52,34551.03,0,"conventional",2016,"Atlanta"
"12794",28,"2016-06-12",1.91,7873.7,284.07,168.49,1273.02,6148.12,5204.32,943.8,0,"organic",2016,"HarrisburgScranton"
"11419",4,"2015-11-29",1.71,3543.38,369.89,1185.76,348.82,1638.91,1472.43,166.48,0,"organic",2015,"SouthCarolina"
"13184",2,"2016-12-11",1.37,3471.8,13.41,28.39,0,3430,3430,0,0,"organic",2016,"MiamiFtLauderdale"
"11344",33,"2015-05-10",1.48,33676.05,23021.28,10608.04,0,46.73,46.73,0,0,"organic",2015,"SanFrancisco"
"14748",6,"2017-11-19",1.75,2506.38,0,252.98,0,2253.4,2250.07,3.33,0,"organic",2017,"Albany"
"9102",11,"2018-01-07",1.13,36703156.72,13730992.75,10781339.21,677714.86,11513109.9,8231766.23,3130919.1,150424.57,"conventional",2018,"TotalUS"
"10134",19,"2015-08-16",1.79,2309.83,70.92,1510.47,0,728.44,420,308.44,0,"organic",2015,"Indianapolis"
"13196",14,"2016-09-18",1.36,3632.29,40.75,14.88,0,3576.66,3533.33,43.33,0,"organic",2016,"MiamiFtLauderdale"
"10578",47,"2015-02-01",1.48,2013.46,162.22,34.57,0,1816.67,1816.67,0,0,"organic",2015,"NewOrleansMobile"
"17523",25,"2017-07-09",1.85,203127.73,36979.31,62194.83,199.61,103753.98,36610.96,67143.02,0,"organic",2017,"West"
"1299",50,"2015-01-11",1.28,342796.99,242922.42,36043.54,38.69,63792.34,35069.71,28722.63,0,"conventional",2015,"MiamiFtLauderdale"
"3859",10,"2016-10-16",1.12,157329.41,48624.65,36096.39,228.23,72380.14,11681.16,60621.2,77.78,"conventional",2016,"Jacksonville"
"5265",12,"2016-10-02",0.87,131585.32,12840.53,28797.61,151.99,89795.19,45596.93,43887.36,310.9,"conventional",2016,"Spokane"
"3751",6,"2016-11-13",1.05,828866.8,431731.62,231630.38,4850.4,160654.4,61276.87,99274.75,102.78,"conventional",2016,"Houston"
"14409",31,"2016-05-22",1.49,3894.15,81.14,3124.78,0,688.23,0,688.23,0,"organic",2016,"Spokane"
"14669",31,"2016-05-22",1.27,321890.92,69931.66,137437.19,546.57,113975.5,52117.86,61857.64,0,"organic",2016,"West"
"4749",16,"2016-09-04",1.27,287328.36,90299.49,90747.57,19654.54,86626.76,84861.81,1764.95,0,"conventional",2016,"RaleighGreensboro"
"14102",36,"2016-04-17",1.29,16158.77,1367.99,8462.25,6.32,6322.21,6287.11,35.1,0,"organic",2016,"SanDiego"
"16161",41,"2017-03-19",0.92,5986.47,340.95,2019.05,0,3626.47,97.78,3528.69,0,"organic",2017,"Nashville"
"5088",43,"2016-02-28",0.91,737516.16,96852.95,180912.17,7587.39,452163.65,451747.01,116.59,300.05,"conventional",2016,"Seattle"
"14544",10,"2016-10-16",1.4,3226.62,362.82,40.67,0,2823.13,913.33,1909.8,0,"organic",2016,"Tampa"
"9564",21,"2015-08-02",1.59,27490.93,614.02,26526.91,0,350,350,0,0,"organic",2015,"Chicago"
"8863",0,"2018-03-25",1.31,503277.65,43421.1,252219.75,248.04,207388.76,187566.62,17687.7,2134.44,"conventional",2018,"Philadelphia"
"11079",28,"2015-06-14",1.75,6913.18,203.17,2924.84,1010.38,2774.79,2179.92,594.87,0,"organic",2015,"RaleighGreensboro"
"3330",1,"2016-12-18",1.06,131322.27,55604.5,31791.33,2522.96,41403.48,38839.35,2461.41,102.72,"conventional",2016,"Columbus"
"286",25,"2015-07-05",1.47,140413.9,1503.1,56925.46,6707.85,75277.49,74370.82,906.67,0,"conventional",2015,"BuffaloRochester"
"4832",47,"2016-01-31",0.98,222414.16,52910.51,115933.08,7356.2,46214.37,43577.03,2637.34,0,"conventional",2016,"RichmondNorfolk"
"7906",10,"2017-10-22",1.48,468703.71,115638.44,168488.4,10445.22,174131.65,134104.55,39747.32,279.78,"conventional",2017,"Seattle"
"4539",14,"2016-09-18",1,826738.9,377761.66,206297.66,11915.14,230764.44,93337.58,137426.86,0,"conventional",2016,"PhoenixTucson"
"15116",3,"2017-12-10",1.91,10004.14,4.18,4292.94,202.41,5504.61,5497.94,6.67,0,"organic",2017,"Charlotte"
"12030",44,"2016-02-21",1.74,5258.5,2034.56,2318.33,0,905.61,503.33,402.28,0,"organic",2016,"Atlanta"
"4519",46,"2016-02-07",0.96,675832.78,16403.87,385630.69,1418.38,272379.84,261473.35,10906.49,0,"conventional",2016,"Philadelphia"
"7414",48,"2017-01-29",0.58,1380520.76,799387.73,246921.02,16440.78,317771.23,114964.92,202520.2,286.11,"conventional",2017,"PhoenixTucson"
"14555",21,"2016-07-31",1.24,4221.4,22.71,82.02,0,4116.67,4060,56.67,0,"organic",2016,"Tampa"
"6481",16,"2017-09-10",1.51,180874.92,32675.66,97799.79,61.9,50337.57,44252.37,1741.87,4343.33,"conventional",2017,"HarrisburgScranton"
"824",43,"2015-03-01",1.02,3566752.43,353818.94,2135517.89,478701.64,598713.96,462539.26,88541.92,47632.78,"conventional",2015,"GreatLakes"
"2593",44,"2015-02-22",1.33,42662.65,1098.61,21441.05,41.7,20081.29,19816.85,264.44,0,"conventional",2015,"Syracuse"
"14371",45,"2016-02-14",1.57,39730.5,14094.73,7433.77,388.89,17813.11,15792.13,2020.98,0,"organic",2016,"Southeast"
"11907",24,"2015-07-05",1.58,13816.71,6430.36,4300,0,3086.35,2744.5,341.85,0,"organic",2015,"WestTexNewMexico"
"12991",17,"2016-08-28",1.73,2400.5,750.69,90.6,5.88,1553.33,1550,3.33,0,"organic",2016,"Jacksonville"
"16013",52,"2017-01-01",1.59,1913.69,5.04,1395.31,0,513.34,513.34,0,0,"organic",2017,"Louisville"
"8650",3,"2018-03-04",1.74,137419.7,2687.59,54299.89,29572.84,50859.38,33939.14,7138.74,9781.5,"conventional",2018,"GrandRapids"
"17003",35,"2017-04-30",2.58,22792.24,9036.95,10350.79,2.91,3401.59,3391.48,10.11,0,"organic",2017,"SanFrancisco"
"8710",3,"2018-03-04",1.09,207466.39,52161.49,35083.44,5581.83,114639.63,99830.1,11245.17,3564.36,"conventional",2018,"Indianapolis"
"15041",34,"2017-05-07",2.19,7609.96,0,650.65,0,6959.31,1219.99,5739.32,0,"organic",2017,"BuffaloRochester"
"5250",49,"2016-01-17",1.09,2913810.18,1721272.85,425617.01,16861.86,750058.46,507151.29,242855.86,51.31,"conventional",2016,"Southeast"
"15668",25,"2017-07-09",2.67,11842.55,43.92,4563.44,8.23,7226.96,7226.96,0,0,"organic",2017,"HartfordSpringfield"
"3307",30,"2016-05-29",0.84,268328.36,4644.3,164356.12,7148.83,92179.11,20884.04,69163.08,2131.99,"conventional",2016,"CincinnatiDayton"
"14726",36,"2016-04-17",1.36,37885.9,2655.44,25121.02,177.35,9932.09,5036.29,4895.8,0,"organic",2016,"WestTexNewMexico"
"12277",31,"2016-05-22",1.37,211081.29,22352.56,102703.17,4.59,86020.97,86006.72,14.25,0,"organic",2016,"California"
"13544",50,"2016-01-10",1.66,10525.16,15.92,246.12,0,10263.12,10259.79,3.33,0,"organic",2016,"NorthernNewEngland"
"10521",42,"2015-03-08",1.8,4231.32,213.26,2967.69,110,940.37,916.67,23.7,0,"organic",2015,"Nashville"
"4283",18,"2016-08-21",1.47,1334937.86,15005.3,771413.01,4586.26,543933.29,487247.69,52652.56,4033.04,"conventional",2016,"NewYork"
"6350",44,"2017-02-26",0.83,540315.74,133389.93,105832.88,79598.84,221494.09,186675.1,3009.89,31809.1,"conventional",2017,"Detroit"
"1692",27,"2015-06-21",1.33,456983.44,16066.69,310906.06,1155.21,128855.48,117744.63,11040.67,70.18,"conventional",2015,"Philadelphia"
"17157",30,"2017-06-04",1.13,197098.71,34348.51,14133.82,0,148616.38,143879.62,4736.76,0,"organic",2017,"SouthCentral"
"15830",28,"2017-06-18",2.23,4177.79,551.12,2353.13,2.42,1271.12,1269.44,1.68,0,"organic",2017,"Jacksonville"
"6219",19,"2017-08-20",0.99,1163466.68,624826.63,228512.25,818.97,309308.83,154837.44,153344.42,1126.97,"conventional",2017,"DallasFtWorth"
"9765",14,"2015-09-20",1.36,25808.98,6109.72,3509.31,13.7,16176.25,356.67,15819.58,0,"organic",2015,"Denver"
"13079",1,"2016-12-18",1.29,75362.42,8328.2,30745.08,101.67,36187.47,31983.42,4204.05,0,"organic",2016,"LosAngeles"
"16872",10,"2017-10-22",1.81,8059.52,2679.07,2828.24,0,2552.21,2548.88,3.33,0,"organic",2017,"Sacramento"
"13141",11,"2016-10-09",1.08,4017.83,0,1676,0,2341.83,273.33,2068.5,0,"organic",2016,"Louisville"
"11007",8,"2015-11-01",0.98,62592.4,1163.61,21981.81,46.41,39400.57,7849.49,31551.08,0,"organic",2015,"Portland"
"18150",8,"2018-01-28",1.42,137453.79,29301.71,4418.91,0,103733.17,98629.14,5104.03,0,"organic",2018,"SouthCentral"
"10322",51,"2015-01-04",1.25,54495.54,47721.51,1723.4,0,5050.63,5050.63,0,0,"organic",2015,"LosAngeles"
"10783",44,"2015-02-22",1.76,2584.79,1346.61,31.51,0,1206.67,1206.67,0,0,"organic",2015,"Orlando"
"14108",42,"2016-03-06",1.21,18148.41,1836.96,8499.93,0,7811.52,7772.41,39.11,0,"organic",2016,"SanDiego"
"11388",25,"2015-07-05",1.98,29929.57,8841.34,20807.76,280.47,0,0,0,0,"organic",2015,"Seattle"
"10413",38,"2015-04-05",1.86,1702,1231.96,22.7,0,447.34,447.34,0,0,"organic",2015,"MiamiFtLauderdale"
"14663",25,"2016-07-03",1.47,245935.09,57696.2,84970.72,146.71,103121.46,29715.52,73405.94,0,"organic",2016,"West"
"10570",39,"2015-03-29",1.57,3330.37,527.3,19.22,0,2783.85,2783.85,0,0,"organic",2015,"NewOrleansMobile"
"3371",42,"2016-03-06",0.95,173825.82,49586.89,42501.52,35277.07,46460.34,23754.04,17567.37,5138.93,"conventional",2016,"Columbus"
"11910",27,"2015-06-14",1.55,13506.32,4106.03,5782.57,0,3617.72,2706.67,911.05,0,"organic",2015,"WestTexNewMexico"
"5509",48,"2016-01-24",0.95,32787079.21,7020459,14054367.5,1440380.36,10271872.35,7438489.6,2668368.01,165014.74,"conventional",2016,"TotalUS"
"11748",21,"2015-08-02",1.5,1200.48,7.15,0,0,1193.33,1193.33,0,0,"organic",2015,"Tampa"
"1126",33,"2015-05-10",0.98,325085.14,148053.33,117101.65,4266.19,55663.97,36501.34,19162.63,0,"conventional",2015,"LasVegas"
"16866",4,"2017-12-03",1.69,6289.72,2066.63,2100.86,0,2122.23,2105.56,16.67,0,"organic",2017,"Sacramento"
"9517",26,"2015-06-28",2.15,3823.73,414.23,1740.69,1016.64,652.17,652.17,0,0,"organic",2015,"Charlotte"
"8140",32,"2017-05-21",1.14,92273.1,20886.24,26056.94,196.5,45133.42,44915.11,143.04,75.27,"conventional",2017,"Spokane"
"8623",0,"2018-03-25",1.02,950483.37,176286.79,222958.27,16540.62,534697.69,121655.4,413042.29,0,"conventional",2018,"Denver"
"16068",1,"2017-12-24",1.67,131240.16,2543.96,33564.26,712.1,94419.84,86520.12,7899.72,0,"organic",2017,"Midsouth"
"1376",23,"2015-07-19",0.98,186258.97,113404.36,19371.52,9567.97,43915.12,34877.55,8680.3,357.27,"conventional",2015,"Nashville"
"15068",8,"2017-11-05",1.76,145735.09,27876.4,67331.86,0,50526.83,50478.71,48.12,0,"organic",2017,"California"
"6740",10,"2017-10-22",1.37,204094.51,61741.1,74165.15,682.14,67506.12,46482.24,21023.88,0,"conventional",2017,"LasVegas"
"11533",14,"2015-09-20",1.92,27123.43,8457.6,7805.95,723.36,10136.52,10096.87,39.65,0,"organic",2015,"Southeast"
"15432",1,"2017-12-24",1.37,18289.06,389.59,2494.02,0,15321.76,12812.55,2509.21,0,"organic",2017,"Detroit"
"2776",19,"2015-08-16",0.77,815638.81,489076.9,154805.84,20866.49,150889.58,125836.94,25052.64,0,"conventional",2015,"WestTexNewMexico"
"6699",22,"2017-07-30",1.43,157712.19,89089.69,13102.88,73.61,55446.01,32147.33,21985.35,1313.33,"conventional",2017,"Jacksonville"
"411",46,"2015-02-08",1.17,150139.38,31509.41,35566.91,31778.73,51284.33,41921.3,9363.03,0,"conventional",2015,"Charlotte"
"15255",36,"2017-04-23",1.92,8616.1,195.2,4322.55,0,4098.35,1158.88,2939.47,0,"organic",2017,"CincinnatiDayton"
"7335",22,"2017-07-30",1.47,404029.77,36123.33,238811.54,1343.6,127751.3,117153.23,9611.12,986.95,"conventional",2017,"Philadelphia"
"13920",10,"2016-10-16",1.39,8473.82,202.21,3729.03,293.8,4248.78,2083.75,2165.03,0,"organic",2016,"RichmondNorfolk"
"11065",14,"2015-09-20",1.86,5430.92,44.6,2235.5,660.36,2490.46,2490.46,0,0,"organic",2015,"RaleighGreensboro"
"11196",41,"2015-03-15",1.5,6392.65,76.97,4755.78,0,1559.9,1323.33,236.57,0,"organic",2015,"Roanoke"
"3309",32,"2016-05-15",0.88,250333.08,3505.82,151116.33,21963.46,73747.47,14077.5,53944.28,5725.69,"conventional",2016,"CincinnatiDayton"
"3036",19,"2016-08-14",1.29,602605.29,20310.78,353845.28,8194.83,220254.4,215552.06,3642.34,1060,"conventional",2016,"Boston"
"5499",38,"2016-04-03",0.94,33668450.55,11320969.79,11512621.85,1731910.48,9102948.43,6830380.18,2213379.44,59188.81,"conventional",2016,"TotalUS"
"605",32,"2015-05-17",0.73,1219398.43,855871.73,261026.33,6382.5,96117.87,88480.13,7628.89,8.85,"conventional",2015,"DallasFtWorth"
"17686",0,"2018-03-25",1.77,12030.96,17.85,5964.29,161.23,5887.59,5792.37,95.22,0,"organic",2018,"Charlotte"
"6246",46,"2017-02-12",0.7,1422345.94,624160.13,276020.88,46940.69,475224.24,464056.64,10489.11,678.49,"conventional",2017,"DallasFtWorth"
"7589",11,"2017-10-15",1.63,243992.86,72524.24,89294.26,5003.35,77171.01,71183.69,5987.32,0,"conventional",2017,"RaleighGreensboro"
"2118",37,"2015-04-12",1.24,382583.75,119295.38,208546.45,13073.16,41668.76,41625.86,42.9,0,"conventional",2015,"Sacramento"
"7374",8,"2017-11-05",0.79,1208035.4,555816.37,227846.11,9212.36,415160.56,330740.57,81893.32,2526.67,"conventional",2017,"PhoenixTucson"
"414",49,"2015-01-18",1.25,152671.15,26462.87,40475.81,38677.39,47055.08,33996.73,13058.35,0,"conventional",2015,"Charlotte"
"17633",7,"2018-02-04",1.59,41615.66,1201.51,7408.22,85.69,32920.24,32904.68,15.56,0,"organic",2018,"BaltimoreWashington"
"287",26,"2015-06-28",1.36,137246.7,1235.69,51801.73,5397.32,78811.96,78749.74,62.22,0,"conventional",2015,"BuffaloRochester"
"10628",45,"2015-02-15",1.91,25037.76,2255.75,15250.35,49.9,7481.76,7481.76,0,0,"organic",2015,"NewYork"
"2314",25,"2015-07-05",1.05,406711.2,204374.47,93000.23,20072.67,89263.83,78695.41,10568.42,0,"conventional",2015,"SouthCarolina"
"11137",34,"2015-05-03",1.03,12425.42,426.78,6174.2,548.21,5276.23,2313.33,2962.9,0,"organic",2015,"RichmondNorfolk"
"338",25,"2015-07-05",1.12,6718011.83,3581149.88,2120303.06,254187.47,762371.42,731692.08,27317.19,3362.15,"conventional",2015,"California"
"16109",42,"2017-03-12",1.35,121869.61,3840.57,42071.43,1856.19,74101.42,34491.91,39609.51,0,"organic",2017,"Midsouth"
"14075",9,"2016-10-23",2.73,8533.85,653.46,6987.25,0,893.14,893.14,0,0,"organic",2016,"SanDiego"
"11618",47,"2015-02-01",1.38,6444.84,2284.35,3738.62,0,421.87,220,201.87,0,"organic",2015,"Spokane"
"3779",34,"2016-05-01",0.68,1308614.45,601670.1,368703.63,89821.94,248418.78,84090.2,159461.92,4866.66,"conventional",2016,"Houston"
"10873",30,"2015-05-31",1.54,14390.21,10865.24,1272.45,0,2252.52,1025.83,1226.69,0,"organic",2015,"PhoenixTucson"
"8177",16,"2017-09-10",1.47,197546.49,109797.39,15410.99,55.81,72282.3,61599.32,10532.93,150.05,"conventional",2017,"StLouis"
"10303",32,"2015-05-17",1.41,43907.34,14135.17,20351.39,0,9420.78,9420.78,0,0,"organic",2015,"LosAngeles"
"17285",52,"2017-01-01",1.21,2869.96,69.23,745.26,0,2055.47,7.92,2047.55,0,"organic",2017,"Spokane"
"8132",24,"2017-07-16",1.35,86112.54,26467.32,25825.62,241.55,33578.05,23087.63,10239.46,250.96,"conventional",2017,"Spokane"
"2560",11,"2015-10-11",1.32,45170.5,1054.4,27690.82,26.06,16399.22,15861.44,537.78,0,"conventional",2015,"Syracuse"
"13236",2,"2016-12-11",1.46,86740.86,2260.62,30602.77,1559.35,52318.12,30817.33,21500.79,0,"organic",2016,"Midsouth"
"10828",37,"2015-04-12",1.73,5957.21,677.37,1892.8,7.88,3379.16,3379.16,0,0,"organic",2015,"Philadelphia"
"3455",22,"2016-07-24",1.17,690893.4,128025.08,187555.04,19241.11,356072.17,135290.89,217563.22,3218.06,"conventional",2016,"Denver"
"3842",45,"2016-02-14",0.83,219871.64,13525.56,133956.97,15621.58,56767.53,27240.38,27220.07,2307.08,"conventional",2016,"Indianapolis"
"12866",48,"2016-01-24",2.28,4508.3,98.73,2428.94,4.06,1976.57,1970.56,6.01,0,"organic",2016,"HartfordSpringfield"
"12561",3,"2016-12-04",0.85,45324.18,12165.52,1971.17,23,31164.49,713.02,30451.47,0,"organic",2016,"Denver"
"14444",14,"2016-09-18",1.54,6740.24,2418.28,838.57,0,3483.39,711.99,2771.4,0,"organic",2016,"StLouis"
"15456",25,"2017-07-09",1.47,17724.08,532.88,5228.33,0,11962.87,547.4,11415.47,0,"organic",2017,"Detroit"
"1937",12,"2015-10-04",1.29,187692.67,48417.65,56829.33,45935.19,36510.5,34300.9,2209.6,0,"conventional",2015,"RaleighGreensboro"
"17995",9,"2018-01-21",1.73,23115.66,2121.11,2654.73,3.61,18336.21,18326.57,9.64,0,"organic",2018,"Philadelphia"
"11418",3,"2015-12-06",1.73,3775.9,574.52,1195.56,295.4,1710.42,1594.12,116.3,0,"organic",2015,"SouthCarolina"
"6543",25,"2017-07-09",1.72,273059.91,10848.33,198967.11,142.4,63102.07,56481.05,3381.02,3240,"conventional",2017,"HartfordSpringfield"
"11569",50,"2015-01-11",1.83,23690.65,10166.46,4678.19,524.42,8321.58,8164.48,157.1,0,"organic",2015,"Southeast"
"14473",43,"2016-02-28",0.9,11358.36,2968.08,629.17,0,7761.11,20,7741.11,0,"organic",2016,"StLouis"
"9888",33,"2015-05-10",1.22,4550.92,36.97,1045.22,0,3468.73,346.49,3122.24,0,"organic",2015,"GrandRapids"
"802",21,"2015-08-02",1.14,3162447.64,490577.01,1722754.95,321610.93,627504.75,500704.88,104570.86,22229.01,"conventional",2015,"GreatLakes"
"16774",18,"2017-08-27",1.96,11862.16,517,3473.29,114.73,7757.14,6903.89,853.25,0,"organic",2017,"RichmondNorfolk"
"15902",47,"2017-02-05",1.23,17104.45,1662.7,4924.57,0,10517.18,10505.41,11.77,0,"organic",2017,"LasVegas"
"17553",2,"2017-12-17",1.78,15409.21,1314.05,2079.36,0,12015.8,11964.2,51.6,0,"organic",2017,"WestTexNewMexico"
"2165",32,"2015-05-17",1.02,458191.52,283530.1,131772.59,9903.23,32985.6,29400.09,3585.51,0,"conventional",2015,"SanDiego"
"7522",50,"2017-01-15",1.05,2064194.02,925668.48,529337.88,6259.33,602928.33,545116.32,46315.29,11496.72,"conventional",2017,"Plains"
"1849",28,"2015-06-14",1.06,1974806.07,1117926.72,443241.8,27161.21,386476.34,375290.39,9693.84,1492.11,"conventional",2015,"Plains"
"4480",7,"2016-11-06",1.86,269770.44,14395.76,162910.57,1465.76,90998.35,83528.25,7238.16,231.94,"conventional",2016,"Philadelphia"
"4659",30,"2016-05-29",0.9,2265037.77,1223080.58,495021.66,12125.66,534809.87,502399.51,22583.69,9826.67,"conventional",2016,"Plains"
"13536",42,"2016-03-06",1.68,10184.27,8.83,442.78,0,9732.66,9732.66,0,0,"organic",2016,"NorthernNewEngland"
"17868",2,"2018-03-11",1.39,141932.83,12839.05,36894.48,0,92199.3,92190.53,8.77,0,"organic",2018,"LosAngeles"
"16229",3,"2017-12-10",1.79,79929.45,8727.63,19910.92,102.93,51187.97,50816.5,371.47,0,"organic",2017,"NewYork"
"16299",20,"2017-08-13",1.85,200716.07,7031.08,35496.01,220.3,157968.68,146634.24,11334.44,0,"organic",2017,"Northeast"
"14602",16,"2016-09-04",1.54,1052088.77,137842.79,344378.75,4653.04,565214.19,415589.66,149624.53,0,"organic",2016,"TotalUS"
"13522",28,"2016-06-12",0.99,4574.17,0,105.39,0,4468.78,4468.78,0,0,"organic",2016,"NorthernNewEngland"
"17084",10,"2017-10-22",1.7,15014.96,183.93,3156.87,87.34,11586.82,11103.78,483.04,0,"organic",2017,"SouthCarolina"
"2626",25,"2015-07-05",0.95,482088.56,282433.1,71003.58,163.96,128487.92,91543.31,36939.3,5.31,"conventional",2015,"Tampa"
"3611",22,"2016-07-24",1.32,3212818.19,457452.9,1381175.94,293304.81,1080884.54,743699.41,242488.33,94696.8,"conventional",2016,"GreatLakes"
"11011",12,"2015-10-04",1.57,35183.28,1489.84,22640.35,3.31,11049.78,18.38,11031.4,0,"organic",2015,"Portland"
"8420",47,"2017-02-05",0.66,11274749.11,4377537.67,2558039.85,193764.89,4145406.7,2508731.79,1627453.06,9221.85,"conventional",2017,"West"
"9412",25,"2015-07-05",1.91,1439.39,70.11,149.73,0,1219.55,1216.91,2.64,0,"organic",2015,"BuffaloRochester"
"712",35,"2015-04-26",1.01,361243.2,133322.95,61051.45,66651.75,100217.05,93903.26,1475.78,4838.01,"conventional",2015,"Detroit"
"13749",47,"2016-01-31",1.3,1241.84,292.1,137.37,0,812.37,749.21,63.16,0,"organic",2016,"Pittsburgh"
"5170",21,"2016-07-31",0.98,5130900.02,2925166.29,1026989.3,25254.69,1153489.74,969970.7,169617.21,13901.83,"conventional",2016,"SouthCentral"
"933",48,"2015-01-25",1.35,241174.11,4305.86,150044.76,231.99,86591.5,79402.42,7189.08,0,"conventional",2015,"HartfordSpringfield"
"15832",30,"2017-06-04",2.2,4409.48,1263.85,126.02,7.27,3012.34,3012.34,0,0,"organic",2017,"Jacksonville"
"12307",9,"2016-10-23",1.64,9342.71,147.98,4509.02,811.96,3873.75,3400.36,473.39,0,"organic",2016,"Charlotte"
"2628",27,"2015-06-21",0.95,438581.5,262821.95,58036.49,773.09,116949.97,80513.03,36436.94,0,"conventional",2015,"Tampa"
"15913",5,"2017-11-26",2.01,59523.55,6444.55,21218.64,0,31860.36,31835.6,24.76,0,"organic",2017,"LosAngeles"
"9419",32,"2015-05-17",1.79,5111.52,30.55,196.22,0,4884.75,4884.75,0,0,"organic",2015,"BuffaloRochester"
"3649",8,"2016-10-30",1.59,171652.4,35332.98,78894.91,87.59,57336.92,56958.76,378.16,0,"conventional",2016,"HarrisburgScranton"
"8612",1,"2018-03-18",0.87,1362250.25,656842.99,247599.72,4978.69,452828.85,329530.61,103951.68,19346.56,"conventional",2018,"DallasFtWorth"
"2236",51,"2015-01-04",0.99,907795.89,179507.69,637000.1,8803.79,82484.31,82033.71,444.44,6.16,"conventional",2015,"SanFrancisco"
"18142",0,"2018-03-25",1.42,163496.7,29253.3,5080.04,0,129163.36,109052.26,20111.1,0,"organic",2018,"SouthCentral"
"6152",5,"2017-11-26",1.04,126378,60008,16437,984,48949,38018,10872,59,"conventional",2017,"Columbus"
"4805",20,"2016-08-07",1.1,266174.1,98312.66,93057.33,8281.61,66522.5,60015.34,4302.16,2205,"conventional",2016,"RichmondNorfolk"
